Timestamp mS,Time this cycle,Link 0 active,Link 0 distance,Link 0 RX Power,Link 1 active,Link 1 distance,Link 1 RX Power,Link 2 active,Link 2 distance,Link 2 RX Power,Link 3 active,Link 3 distance,Link 3 RX Power,Link 4 active,Link 4 distance,Link 4 RX Power,Link 5 active,Link 5 distance,Link 5 RX Power
78090,2389,1,23.89,-98.30,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
78807,717,1,23.24,-89.05,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
79524,717,1,22.60,-82.74,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
80382,858,1,21.74,-89.91,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
81052,670,1,20.94,-98.43,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
81213,161,1,20.24,-85.86,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
81675,462,1,19.75,-77.52,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
81836,161,1,19.57,-81.97,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
82107,271,1,19.34,-77.41,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
82268,161,1,19.21,-76.61,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
82430,162,1,19.06,-73.15,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
82591,161,1,18.70,-84.75,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
83052,461,1,18.23,-86.36,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
83462,410,1,17.76,-96.75,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
83623,161,1,17.55,-93.22,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
83785,162,1,17.34,-93.16,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
84056,271,1,17.05,-94.14,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
84217,161,1,17.00,-91.06,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
84736,519,1,16.72,-93.06,1,4.05,-91.82,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
84955,219,1,16.19,-94.98,1,3.91,-92.25,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
85315,360,1,15.85,-96.48,1,4.07,-94.97,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
85645,330,1,15.68,-88.34,1,4.11,-87.12,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
85864,219,1,15.36,-90.06,1,4.19,-88.30,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
86084,220,1,15.13,-91.69,1,4.27,-87.70,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
86603,519,1,14.49,-85.13,1,4.38,-91.83,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
86823,220,1,14.32,-84.98,1,4.46,-95.73,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
87318,495,1,14.11,-80.71,1,4.60,-94.78,0,-999,-999,1,16.83,-99.72,0,-999,-999,0,-999,-999
87772,454,1,13.50,-89.57,1,4.84,-96.70,0,-999,-999,1,16.77,-100.02,0,-999,-999,0,-999,-999
88300,528,1,12.95,-93.03,1,5.00,-97.27,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
88769,469,1,12.51,-88.13,1,5.28,-101.17,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
89786,1017,1,11.64,-90.34,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
90860,1074,1,10.76,-75.42,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
91686,826,1,9.71,-74.54,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
92403,717,1,8.97,-79.20,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
93120,717,1,8.21,-78.43,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
93837,717,1,7.57,-89.49,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
94853,1016,1,6.85,-86.81,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
95037,184,1,6.23,-91.53,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
95308,271,1,6.03,-88.59,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
95469,161,1,6.01,-83.35,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
95631,162,1,5.88,-82.97,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
95932,301,1,5.75,-82.99,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
96393,461,1,5.17,-90.22,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
96554,161,1,5.07,-86.01,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
96716,162,1,5.03,-82.72,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
96877,161,1,4.94,-81.24,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
97039,162,1,4.87,-82.60,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
97200,161,1,4.79,-82.78,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
97662,462,1,4.49,-81.24,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
97823,161,1,4.42,-81.33,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
97985,162,1,4.40,-80.73,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
98506,521,1,4.32,-85.42,0,-999,-999,0,-999,-999,1,16.85,-102.09,0,-999,-999,0,-999,-999
98814,308,1,4.31,-97.17,0,-999,-999,0,-999,-999,1,16.79,-101.84,0,-999,-999,0,-999,-999
99364,550,1,4.00,-89.35,0,-999,-999,0,-999,-999,1,16.74,-102.70,0,-999,-999,0,-999,-999
100011,647,1,4.02,-94.00,0,-999,-999,0,-999,-999,1,16.85,-102.06,0,-999,-999,0,-999,-999
100298,287,1,3.96,-95.15,0,-999,-999,0,-999,-999,1,16.75,-101.82,0,-999,-999,0,-999,-999
100585,287,1,3.95,-94.24,0,-999,-999,0,-999,-999,1,16.59,-101.99,0,-999,-999,0,-999,-999
100932,347,1,3.90,-95.05,0,-999,-999,0,-999,-999,1,16.56,-101.86,0,-999,-999,0,-999,-999
101279,347,1,3.85,-95.83,0,-999,-999,0,-999,-999,1,16.78,-102.34,0,-999,-999,0,-999,-999
