Timestamp mS,Time this cycle,Link 0 active,Link 0 distance,Link 0 RX Power,Link 1 active,Link 1 distance,Link 1 RX Power,Link 2 active,Link 2 distance,Link 2 RX Power,Link 3 active,Link 3 distance,Link 3 RX Power,Link 4 active,Link 4 distance,Link 4 RX Power,Link 5 active,Link 5 distance,Link 5 RX Power
23823,551,1,7.41,-84.55,1,23.90,-97.37,0,-999,-999,1,16.85,-102.92,1,24.70,-96.12,1,9.67,-90.55
24493,670,1,7.16,-81.79,1,23.69,-98.28,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
25211,718,1,6.93,-90.89,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
25430,219,1,6.60,-89.74,1,23.09,-103.52,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
25650,220,1,6.57,-79.15,1,22.94,-104.90,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
25869,219,1,6.38,-80.14,1,22.68,-101.64,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
26587,718,1,5.36,-86.94,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
27105,518,1,4.75,-78.10,1,20.99,-92.57,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
27325,220,1,4.62,-77.92,1,20.76,-92.89,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
27545,220,1,4.39,-73.39,1,20.51,-92.99,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
27765,220,1,4.11,-79.82,1,20.32,-95.10,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
28124,359,1,3.97,-75.51,1,20.04,-98.88,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
28344,220,1,3.59,-71.91,1,19.50,-90.21,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
28863,519,1,3.13,-73.05,1,18.95,-94.70,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
29083,220,1,2.98,-70.36,1,18.76,-96.31,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
29303,220,1,2.79,-71.50,1,18.55,-95.81,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
29523,220,1,2.57,-71.15,1,18.20,-96.94,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
29743,220,1,2.43,-66.58,1,17.85,-94.47,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
29962,219,1,2.22,-67.68,1,17.35,-99.82,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
30890,928,1,1.92,-68.06,1,16.36,-91.00,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
31220,330,1,1.97,-64.80,1,15.99,-91.72,0,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999
32081,861,1,1.97,-66.30,1,15.57,-88.02,0,-999,-999,1,16.86,-100.75,1,24.70,-96.43,0,-999,-999
32565,484,1,2.40,-69.46,1,14.56,-88.10,0,-999,-999,1,16.50,-102.82,1,24.66,-97.02,0,-999,-999
32989,424,1,2.68,-69.89,1,13.85,-95.18,0,-999,-999,1,16.44,-102.83,1,24.68,-96.61,0,-999,-999
33413,424,1,3.05,-69.47,1,13.41,-89.18,0,-999,-999,1,16.74,-101.86,1,24.65,-96.56,0,-999,-999
34368,955,1,3.88,-75.05,1,12.49,-89.30,1,19.76,-102.88,1,16.62,-104.05,1,24.67,-96.00,0,-999,-999
34851,483,1,4.64,-78.76,1,11.30,-88.47,1,19.10,-96.35,1,16.79,-101.64,1,24.74,-97.53,0,-999,-999
35533,682,1,5.18,-79.35,1,11.08,-75.57,1,18.64,-104.85,1,16.79,-100.51,1,24.67,-100.40,0,-999,-999
36135,602,1,5.79,-83.39,1,10.39,-80.23,1,18.16,-96.48,1,16.78,-101.04,1,24.67,-100.85,0,-999,-999
36618,483,1,6.60,-92.97,1,9.40,-82.90,1,16.94,-103.68,1,16.84,-101.89,1,24.74,-96.02,0,-999,-999
