Timestamp mS,Time this cycle,Link 0 active,Link 0 distance,Link 0 RX Power,Link 1 active,Link 1 distance,Link 1 RX Power,Link 2 active,Link 2 distance,Link 2 RX Power,Link 3 active,Link 3 distance,Link 3 RX Power,Link 4 active,Link 4 distance,Link 4 RX Power,Link 5 active,Link 5 distance,Link 5 RX Power
10478,561,1,11.34,-88.66,0,-999,-999,1,60.08,-102.35,1,16.41,-100.52,0,-999,-999,1,34.36,-102.45
11148,670,1,11.35,-87.66,0,-999,-999,1,60.21,-103.56,1,16.54,-98.95,0,-999,-999,1,34.27,-103.24
12386,1238,1,11.33,-88.03,0,-999,-999,0,-999,-999,1,16.36,-101.53,0,-999,-999,1,34.23,-99.28
13585,1199,1,10.50,-97.77,0,-999,-999,0,-999,-999,1,16.37,-100.73,0,-999,-999,1,34.31,-103.73
14714,1129,1,9.78,-90.43,0,-999,-999,1,58.29,-98.01,1,16.45,-98.35,0,-999,-999,0,-999,-999
15584,870,1,9.72,-69.78,0,-999,-999,1,57.89,-100.04,1,16.61,-96.07,0,-999,-999,1,34.36,-102.44
16743,1159,1,9.18,-74.92,0,-999,-999,0,-999,-999,1,16.52,-99.59,0,-999,-999,0,-999,-999
17912,1169,1,8.07,-90.12,0,-999,-999,0,-999,-999,1,16.42,-99.52,0,-999,-999,0,-999,-999
19110,1198,1,7.28,-96.57,0,-999,-999,0,-999,-999,1,16.53,-96.22,0,-999,-999,1,34.31,-110.44
20248,1138,1,6.41,-70.51,0,-999,-999,0,-999,-999,1,16.45,-99.72,0,-999,-999,1,34.36,-102.93
21786,1538,1,5.58,-80.62,0,-999,-999,0,-999,-999,1,16.53,-98.13,0,-999,-999,1,34.41,-101.84
22937,1151,1,5.78,-81.41,0,-999,-999,0,-999,-999,1,16.48,-98.67,0,-999,-999,1,34.30,-102.71
23400,463,1,5.67,-75.53,0,-999,-999,0,-999,-999,1,16.46,-97.28,0,-999,-999,0,-999,-999
23803,403,1,5.56,-73.42,0,-999,-999,0,-999,-999,1,16.52,-97.44,0,-999,-999,1,34.33,-101.45
24266,463,1,5.55,-72.51,0,-999,-999,0,-999,-999,1,16.53,-96.49,0,-999,-999,1,34.25,-99.72
24729,463,1,5.32,-86.92,0,-999,-999,0,-999,-999,1,16.44,-98.59,0,-999,-999,1,34.28,-101.51
26098,1369,1,5.41,-88.37,0,-999,-999,1,50.23,-98.39,1,16.54,-94.79,0,-999,-999,1,34.33,-98.48
27128,1030,1,5.39,-84.75,0,-999,-999,1,50.16,-94.30,1,16.46,-96.15,0,-999,-999,1,34.34,-100.23
27580,452,1,5.40,-77.23,0,-999,-999,1,49.96,-97.69,1,16.59,-95.77,0,-999,-999,1,34.32,-99.30
28141,561,1,5.48,-72.67,0,-999,-999,1,50.32,-101.14,1,16.59,-94.93,0,-999,-999,1,34.36,-100.20
28593,452,1,5.76,-70.56,0,-999,-999,1,50.27,-103.36,1,16.51,-95.21,0,-999,-999,1,34.32,-99.16
29542,949,1,5.67,-85.26,0,-999,-999,0,-999,-999,1,16.48,-96.42,0,-999,-999,1,34.37,-103.00
31288,1746,1,6.01,-69.27,0,-999,-999,1,50.08,-105.85,1,16.59,-95.50,0,-999,-999,1,34.24,-101.53
